"semel_city","city","county","napa","semel_napa","ezor","semel_ezor","שם.ישוב","בזב","מצביעים","פסולים","כשרים","אמת","ג","ודעם","ז","זך","זץ","טב","י","יז","ינ","יף","יק","יר","כ","כן","ל","מחל","נ","נז","ני","נץ","נק","פה","ףז","ץ","ק","קי","קך","קץ","שס"
308,"מחניים","הצפון","צפת",21,"צפת - כנרת",3,"מחניים",573,394,1,393,72,3,0,0,0,0,6,0,0,0,0,0,0,0,0,16,87,1,0,0,0,0,201,2,0,0,0,0,0,5
776,"מחסיה","ירושלים","ירושלים",11,"ירושלים",1,"מחסיה",318,261,0,261,5,9,0,0,0,0,8,0,0,0,0,0,0,0,0,1,158,0,0,0,4,0,24,0,0,0,0,0,0,52
43,"מטולה","הצפון","צפת",21,"צפת - כנרת",3,"מטולה",1432,866,4,862,117,0,6,3,0,0,45,0,2,0,0,0,0,0,0,45,168,2,0,0,5,0,458,1,1,0,0,0,0,9
822,"מטע","ירושלים","ירושלים",11,"ירושלים",1,"מטע",545,399,1,398,74,3,7,1,0,0,25,0,0,0,0,0,0,0,0,6,179,0,0,0,0,0,96,0,0,0,0,0,0,7
1128,"מי עמי","חיפה","חדרה",32,"חדרה",8,"מי עמי",255,198,2,196,61,1,8,1,0,0,2,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,111,0,0,0,0,0,0,0
2054,"מיטב","הצפון","יזרעאל",23,"יזרעאל",4,"מיטב",373,289,1,288,3,1,0,0,0,0,30,0,0,0,0,0,0,0,0,3,195,0,0,0,1,0,41,0,1,0,0,0,0,13
649,"מייסר","חיפה","חדרה",32,"חדרה",8,"מייסר",1326,842,5,837,6,0,819,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0
4019,"מיצר","הצפון","גולן",29,"צפת - כנרת",3,"מיצר",125,90,0,90,13,0,2,1,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,0,1,0,57,0,0,0,0,0,0,0
1282,"מירב","הצפון","יזרעאל",23,"יזרעאל",4,"מירב",385,297,0,297,3,3,0,0,0,0,181,0,0,0,0,0,0,0,0,0,84,1,0,0,1,0,18,0,0,1,0,0,0,5
607,"מירון","הצפון","צפת",21,"צפת - כנרת",3,"מירון",453,297,1,296,1,79,0,0,0,0,92,0,0,0,0,0,0,0,0,0,46,1,5,0,0,0,13,0,0,0,0,0,0,59
731,"מישר","המרכז","רחובות",44,"רחובות",12,"מישר",474,382,0,382,40,0,6,2,0,0,4,0,0,0,0,0,0,0,1,10,63,0,0,0,0,0,253,0,0,0,0,0,0,3
1268,"מיתר","הדרום","באר שבע",62,"באר שבע",17,"מיתר",7161,5320,15,5305,457,19,54,1,0,0,557,0,1,1,0,0,0,0,0,160,1699,1,0,0,23,1,2265,0,0,0,0,1,0,65
1343,"מכחול","הדרום","באר שבע",62,"באר שבע",17,"מכחול",430,248,4,244,12,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,2,0,0,2,2
382,"מכמורת","המרכז","השרון",41,"השרון",9,"מכמורת",1045,694,4,690,129,0,6,2,0,0,11,0,0,0,0,0,1,0,0,13,51,1,0,0,0,0,473,0,0,0,0,0,0,3
1202,"מכמנים","הצפון","עכו",24,"עכו",5,"מכמנים",370,270,0,270,54,0,2,1,0,0,8,0,0,0,0,0,0,0,0,7,32,2,0,0,0,0,164,0,0,0,0,0,0,0
164,"מלאה","הצפון","יזרעאל",23,"יזרעאל",4,"מלאה",276,234,2,232,6,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,163,0,0,0,2,0,22,0,0,0,0,0,0,29
2044,"מלילות","הדרום","באר שבע",62,"באר שבע",17,"מלילות",275,219,0,219,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,4,152,0,0,0,5,0,9,0,0,0,0,0,0,28
596,"מלכייה","הצפון","צפת",21,"צפת - כנרת",3,"מלכיה",427,257,0,257,82,0,2,0,0,0,8,0,0,0,0,0,0,0,0,3,14,1,0,0,0,0,144,0,0,0,0,0,0,3
2030,"מנוחה","הדרום","אשקלון",61,"אשקלון",16,"מנוחה",427,342,0,342,5,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,233,0,0,0,7,0,29,0,0,0,0,0,0,43
1174,"מנוף","הצפון","עכו",24,"עכו",5,"מנוף",654,460,0,460,101,1,1,0,0,0,5,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,316,0,0,0,0,0,0,0
1205,"מנות","הצפון","עכו",24,"עכו",5,"מנות",350,265,0,265,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,156,0,0,0,1,0,59,0,0,0,0,0,0,13
48,"מנחמיה","הצפון","יזרעאל",23,"יזרעאל",4,"מנחמיה",927,603,3,600,31,20,0,2,0,0,19,0,0,0,0,0,0,0,0,17,312,0,0,0,7,0,164,1,0,0,0,0,5,22
347,"מנרה","הצפון","צפת",21,"צפת - כנרת",3,"מנרה",212,142,1,141,46,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,80,0,0,1,0,0,0,0
1258,"מסד","הצפון","כנרת",22,"צפת - כנרת",3,"מסד",370,266,0,266,73,2,0,1,0,0,11,0,0,0,0,0,0,0,0,3,30,0,0,0,4,0,141,0,0,1,0,0,0,0
263,"מסדה","הצפון","כנרת",22,"צפת - כנרת",3,"מסדה",271,172,0,172,39,0,4,0,0,0,2,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,105,0,0,0,0,0,0,2
298,"מסילות","הצפון","יזרעאל",23,"יזרעאל",4,"מסילות",430,278,0,278,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,176,0,0,0,0,0,0,0
742,"מסילת ציון","ירושלים","ירושלים",11,"ירושלים",1,"מסילת ציון",696,560,1,559,90,4,5,0,0,0,23,0,0,0,0,0,0,0,0,8,122,0,0,0,2,0,282,0,0,0,1,0,0,22
748,"מסלול","הדרום","באר שבע",62,"באר שבע",17,"מסלול",498,372,1,371,18,5,0,1,0,0,22,0,0,0,0,0,0,0,0,10,180,0,0,0,4,0,104,0,0,0,0,0,0,27
4203,"מסעדה","הצפון","גולן",29,"צפת - כנרת",3,"מסעדה",354,79,1,78,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,46,0,0,0,0,0,0,2
939,"מסעודין אל-עזאזמה (שבט)","הדרום","באר שבע",62,"באר שבע",17,"מסעודין אלעזאזמה",7394,4424,34,4390,4,0,4326,1,1,0,0,0,0,1,0,0,0,0,2,1,5,1,0,0,3,3,26,2,0,3,3,1,4,3
197,"מעברות","המרכז","השרון",41,"השרון",9,"מעברות",744,564,0,564,249,2,6,0,0,0,5,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,278,0,0,0,0,0,0,1
1082,"מעגלים","הדרום","באר שבע",62,"באר שבע",17,"מעגלים",1058,862,4,858,8,33,0,1,0,0,153,0,0,0,0,0,0,0,0,3,505,0,0,0,6,0,16,0,0,0,0,0,0,133
678,"מעגן","הצפון","כנרת",22,"צפת - כנרת",3,"מעגן",328,219,1,218,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,139,0,0,0,0,0,0,2
694,"מעגן מיכאל","חיפה","חדרה",32,"חדרה",8,"מעגן מיכאל",1702,1116,1,1115,363,0,9,2,0,0,15,0,0,0,0,0,0,0,0,24,34,2,0,0,3,0,658,1,0,0,0,0,0,4
272,"מעוז חיים","הצפון","יזרעאל",23,"יזרעאל",4,"מעוז חיים",487,300,0,300,65,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,26,0,0,0,1,0,199,0,0,0,0,0,0,0
570,"מעונה","הצפון","עכו",24,"עכו",5,"מעונה",652,465,3,462,25,1,0,1,0,0,17,0,0,0,0,0,0,0,0,11,244,0,0,0,0,0,148,1,0,0,0,0,0,14
416,"מעיין ברוך","הצפון","צפת",21,"צפת - כנרת",3,"מעין ברוך",479,336,2,334,78,0,2,0,0,0,4,0,0,0,0,0,0,0,0,14,51,0,0,0,0,0,185,0,0,0,0,0,0,0
290,"מעיין צבי","חיפה","חדרה",32,"חדרה",8,"מעין צבי",668,481,3,478,116,2,2,1,0,0,5,0,0,0,0,0,0,0,0,8,42,1,0,0,0,0,299,0,0,0,0,0,0,2
518,"מעיליא","הצפון","עכו",24,"עכו",5,"מעיליא",2552,1831,4,1827,89,1,1587,0,0,0,0,0,0,0,0,0,0,0,2,44,9,1,0,0,1,1,77,0,1,1,0,0,0,13
1127,"מעלה גלבוע","הצפון","יזרעאל",23,"יזרעאל",4,"מעלה גלבוע",360,290,0,290,26,3,1,1,0,0,126,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,86,1,0,0,0,0,0,2
4008,"מעלה גמלא","הצפון","גולן",29,"צפת - כנרת",3,"מעלה גמלא",398,295,2,293,38,0,1,1,0,0,13,0,0,0,0,0,0,0,0,6,39,0,0,0,0,0,192,0,2,0,0,0,0,1
286,"מעלה החמישה","ירושלים","ירושלים",11,"ירושלים",1,"מעלה החמישה",592,413,0,413,123,0,3,1,0,0,9,0,0,0,0,0,0,1,1,4,21,2,0,0,0,0,247,1,0,0,0,0,0,0
1327,"מעלה עירון","חיפה","חדרה",32,"חדרה",8,"מעלה עירון",9896,6068,26,6042,20,0,5951,0,0,0,3,0,1,7,1,1,1,3,1,0,10,0,2,0,2,6,13,0,1,8,2,1,0,8
1063,"מעלות-תרשיחא","הצפון","עכו",24,"עכו",5,"מעלותתרשיחא",18341,11674,80,11594,265,143,2755,10,0,0,570,2,0,1,2,5,0,2,2,2142,3768,5,0,2,35,1,1203,2,2,3,0,1,4,669
344,"מענית","חיפה","חדרה",32,"חדרה",8,"מענית",552,447,0,447,160,0,12,0,0,0,4,0,0,0,0,0,0,0,0,6,29,0,0,0,1,0,234,1,0,0,0,0,0,0
230,"מעש","המרכז","פתח תקווה",42,"פתח תקווה",10,"מעש",686,532,1,531,43,3,1,2,0,0,21,0,0,0,0,0,0,0,0,13,116,0,0,0,2,0,322,0,0,0,0,0,0,8
668,"מפלסים","הדרום","אשקלון",61,"אשקלון",16,"מפלסים",677,481,1,480,109,0,4,0,0,0,18,0,0,0,0,0,0,0,1,14,44,0,0,0,0,0,289,0,0,0,0,0,0,1
325,"מצובה","הצפון","עכו",24,"עכו",5,"מצובה",845,576,1,575,63,1,4,1,0,0,15,0,0,0,0,0,0,0,0,13,133,0,0,0,1,0,336,0,0,1,0,0,0,7
757,"מצליח","המרכז","רמלה",43,"רמלה",11,"מצליח",978,744,2,742,24,2,0,4,0,0,23,0,0,1,0,0,0,0,0,19,438,0,0,0,5,0,184,1,0,0,0,0,0,41
58,"מצפה","הצפון","כנרת",22,"צפת - כנרת",3,"מצפה",130,92,0,92,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,26,1,0,0,0,0,49,0,0,0,0,0,0,0
1222,"מצפה אבי""ב","הצפון","עכו",24,"עכו",5,"מצפה אביב",730,546,0,546,88,1,7,1,0,0,25,0,0,0,0,0,0,0,0,7,66,0,0,0,0,0,345,0,0,0,0,0,0,6
1370,"מצפה אילן","חיפה","חדרה",32,"חדרה",8,"מצפה אילן",229,204,0,204,0,2,0,0,0,0,147,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,12,1,0,0,0,0,0,0
1190,"מצפה נטופה","הצפון","יזרעאל",23,"יזרעאל",4,"מצפה נטופה",637,471,2,469,11,4,1,3,0,0,291,0,0,0,0,0,0,0,0,3,95,1,0,0,5,0,49,0,0,0,0,0,0,6
99,"מצפה רמון","הדרום","באר שבע",62,"באר שבע",17,"מצפה רמון",3688,2131,21,2110,281,140,48,3,0,0,203,0,0,1,0,1,0,0,0,204,789,5,0,0,14,0,349,0,1,1,1,3,2,64
648,"מצר","חיפה","חדרה",32,"חדרה",8,"מצר",430,299,0,299,158,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,129,0,0,0,0,0,0,0
843,"מרגליות","הצפון","צפת",21,"צפת - כנרת",3,"מרגליות",342,196,0,196,32,4,1,0,0,0,4,0,0,0,0,0,0,0,0,3,95,0,1,0,3,0,43,0,0,0,0,0,0,10
4101,"מרום גולן","הצפון","גולן",29,"צפת - כנרת",3,"מרום גולן",576,406,1,405,54,0,1,0,0,0,6,0,0,0,0,0,0,0,0,9,51,0,0,0,1,0,282,1,0,0,0,0,0,0
1340,"מרחב עם","הדרום","באר שבע",62,"באר שבע",17,"מרחב עם",202,177,1,176,2,5,0,0,0,0,113,0,0,0,0,0,0,0,0,1,35,0,0,0,4,0,8,0,0,0,0,0,0,8
97,"מרחביה (מושב)","הצפון","יזרעאל",23,"יזרעאל",4,"מרחביה מושב",572,434,0,434,42,6,4,1,0,0,11,0,0,0,0,0,0,0,0,12,91,0,0,0,0,0,260,1,0,0,0,0,0,6
66,"מרחביה (קיבוץ)","הצפון","יזרעאל",23,"יזרעאל",4,"מרחביה קיבוץ",918,662,4,658,114,0,3,0,0,0,20,1,0,0,0,0,0,1,1,41,171,1,0,0,1,0,301,0,0,0,0,0,0,3
1098,"מרכז שפירא","הדרום","אשקלון",61,"אשקלון",16,"מרכז שפירא",1429,1152,1,1151,7,32,0,2,0,0,591,0,0,0,0,0,0,0,0,1,346,1,1,0,5,0,47,2,0,0,0,0,0,116
421,"משאבי שדה","הדרום","באר שבע",62,"באר שבע",17,"משאבי שדה",466,296,0,296,100,1,2,0,0,0,7,0,0,0,0,0,0,0,0,18,13,1,0,0,0,0,150,2,1,0,0,0,0,1
765,"משגב דב","המרכז","רחובות",44,"רחובות",12,"משגב דב",500,392,0,392,44,0,1,0,0,0,8,0,0,0,0,0,0,0,0,6,92,0,0,0,1,0,240,0,0,0,0,0,0,0
378,"משגב עם","הצפון","צפת",21,"צפת - כנרת",3,"משגב עם",259,169,1,168,59,0,1,0,0,0,2,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,87,0,0,0,0,0,0,0
620,"משואות יצחק","הדרום","אשקלון",61,"אשקלון",16,"משואות יצחק",463,385,2,383,7,4,1,1,0,0,262,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,54,0,0,0,0,0,0,0
670,"משמר איילון","המרכז","רמלה",43,"רמלה",11,"משמר איילון",396,308,0,308,30,0,0,0,0,0,12,0,0,0,0,0,1,0,1,14,86,0,0,0,0,0,157,0,0,0,0,0,0,7
563,"משמר דוד","המרכז","רמלה",43,"רמלה",11,"משמר דוד",516,440,1,439,59,0,4,1,0,0,12,0,0,0,0,0,0,0,0,25,69,0,0,0,1,0,267,0,0,0,0,0,0,1
732,"משמר הירדן","הצפון","צפת",21,"צפת - כנרת",3,"משמר הירדן",539,410,0,410,31,4,0,4,0,0,15,0,0,0,0,0,0,0,0,10,214,0,1,0,6,0,114,0,0,0,0,0,0,11
395,"משמר הנגב","הדרום","באר שבע",62,"באר שבע",17,"משמר הנגב",794,532,1,531,161,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,59,0,0,0,2,1,279,0,0,0,0,1,0,0
130,"משמר העמק","הצפון","יזרעאל",23,"יזרעאל",4,"משמר העמק",951,715,0,715,322,1,4,0,0,0,4,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,364,0,0,0,0,0,0,0
729,"משמר השבעה","המרכז","רמלה",43,"רמלה",11,"משמר השבעה",708,527,2,525,41,4,1,1,0,0,5,0,0,0,0,0,0,0,0,17,180,0,0,0,0,0,273,0,0,0,0,1,0,2
194,"משמר השרון","המרכז","השרון",41,"השרון",9,"משמר השרון",515,349,0,349,96,1,3,0,0,0,4,0,0,0,0,0,0,0,0,4,18,0,0,0,1,0,221,0,0,0,0,0,0,1
213,"משמרות","חיפה","חדרה",32,"חדרה",8,"משמרות",605,494,0,494,98,0,2,1,0,0,11,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,337,0,0,0,0,0,0,1
425,"משמרת","המרכז","השרון",41,"השרון",9,"משמרת",659,524,1,523,65,3,1,1,0,0,8,0,0,0,0,0,0,0,1,13,48,0,0,0,2,0,381,0,0,0,0,0,0,0
791,"משען","הדרום","אשקלון",61,"אשקלון",16,"משען",709,569,2,567,14,9,0,1,0,0,42,0,0,0,0,0,0,0,0,10,370,0,0,0,2,0,61,0,0,0,0,0,0,58
1315,"מתן","המרכז","פתח תקווה",42,"פתח תקווה",10,"מתן",2562,1936,5,1931,249,2,1,2,0,0,47,1,0,0,0,0,0,0,0,66,333,1,0,0,1,0,1215,0,0,0,0,0,0,13
1184,"מתת","הצפון","עכו",24,"עכו",5,"מתת",159,104,0,104,47,3,5,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,35,0,0,0,0,0,0,0
4551,"נאות גולן","הצפון","גולן",29,"צפת - כנרת",3,"נאות גולן",423,289,1,288,22,0,1,0,0,0,17,0,0,0,0,0,0,0,0,18,59,1,0,0,1,0,168,0,0,0,0,0,0,1
1124,"נאות הכיכר","הדרום","באר שבע",62,"באר שבע",17,"נאות הכיכר",221,136,1,135,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,79,0,0,0,0,0,0,0
408,"נאות מרדכי","הצפון","צפת",21,"צפת - כנרת",3,"נאות מרדכי",513,365,1,364,62,1,0,0,0,0,12,0,0,0,0,0,0,0,0,15,33,2,0,0,0,0,235,0,0,0,0,0,0,4
1197,"נאות סמדר","הדרום","באר שבע",62,"באר שבע",17,"נאות סמדר",260,150,1,149,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,101,0,0,0,0,0,0,1
524,"נאעורה","הצפון","יזרעאל",23,"יזרעאל",4,"נאעורה",1469,1045,6,1039,55,0,957,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,20,0,0,0,0,0,0,0
396,"נבטים","הדרום","באר שבע",62,"באר שבע",17,"נבטים",730,558,0,558,19,5,7,0,0,0,45,0,0,0,0,0,0,1,0,13,193,1,0,0,4,0,257,0,0,0,0,0,0,13
315,"נגבה","הדרום","אשקלון",61,"אשקלון",16,"נגבה",696,478,1,477,128,0,1,0,0,0,4,0,0,0,0,0,0,0,0,21,38,1,0,0,0,0,283,1,0,0,0,0,0,0
309,"נהורה","הדרום","אשקלון",61,"אשקלון",16,"נהורה",952,729,2,727,25,9,0,0,0,0,40,0,0,0,0,0,0,0,0,7,390,0,0,0,5,0,162,0,0,0,0,0,0,89
80,"נהלל","הצפון","יזרעאל",23,"יזרעאל",4,"נהלל",743,563,2,561,94,0,1,0,0,0,13,0,0,0,0,0,0,0,0,8,47,0,0,0,0,0,394,2,0,0,0,0,1,1
9100,"נהרייה","הצפון","עכו",24,"עכו",5,"נהריה",50929,31941,192,31749,1097,195,200,30,3,0,1082,4,3,0,5,2,1,3,4,3951,15189,26,0,1,101,3,7817,8,4,13,3,1,5,1998
4304,"נוב","הצפון","גולן",29,"צפת - כנרת",3,"נוב",503,391,0,391,1,6,0,1,0,0,221,0,0,0,0,0,0,0,0,1,123,0,0,0,8,0,25,0,0,0,0,1,0,4
55,"נוגה","הדרום","אשקלון",61,"אשקלון",16,"נוגה",409,297,0,297,17,3,0,0,0,0,9,0,0,0,0,0,0,0,0,7,186,0,1,0,3,0,53,0,0,0,0,0,0,18
1366,"נווה","הדרום","באר שבע",62,"באר שבע",17,"נווה",321,276,4,272,0,140,0,0,0,0,88,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,1,0,0,0,0,0,0,11
590,"נווה אור","הצפון","יזרעאל",23,"יזרעאל",4,"נווה אור",342,241,0,241,60,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,141,1,0,0,0,0,0,2
4303,"נווה אטי""ב","הצפון","גולן",29,"צפת - כנרת",3,"נווה אטיב",163,98,0,98,10,0,0,0,0,0,11,0,0,0,0,1,0,0,0,1,22,1,0,0,0,0,50,0,0,1,0,0,0,1
405,"נווה אילן","ירושלים","ירושלים",11,"ירושלים",1,"נווה אילן",696,486,2,484,81,1,4,0,0,0,11,0,0,0,0,1,0,0,0,9,107,0,0,0,0,0,266,0,0,0,0,0,0,4
296,"נווה איתן","הצפון","יזרעאל",23,"יזרעאל",4,"נווה איתן",191,125,0,125,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,65,0,0,0,0,0,0,3
1057,"נווה זוהר","הדרום","באר שבע",62,"באר שבע",17,"נווה זוהר",55,21,0,21,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,5,0,0,0,0,0,0,0
1314,"נווה זיו","הצפון","עכו",24,"עכו",5,"נווה זיו",532,401,3,398,28,1,2,5,0,0,19,0,0,0,0,0,0,0,0,13,138,0,0,0,4,0,172,0,0,0,0,0,1,15
312,"נווה ים","חיפה","חדרה",32,"חדרה",8,"נווה ים",210,158,0,158,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,60,0,0,0,2,0,70,0,0,0,0,0,0,2
686,"נווה ימין","המרכז","פתח תקווה",42,"פתח תקווה",10,"נווה ימין",1000,737,2,735,40,5,1,2,0,0,27,0,0,0,0,0,0,0,0,17,382,0,0,0,3,0,206,0,0,0,0,0,1,51
858,"נווה ירק","המרכז","פתח תקווה",42,"פתח תקווה",10,"נווה ירק",848,671,1,670,55,1,2,1,0,0,26,0,0,0,0,0,0,0,0,21,93,0,0,0,1,0,465,0,0,0,0,0,0,5
827,"נווה מבטח","הדרום","אשקלון",61,"אשקלון",16,"נווה מבטח",454,358,0,358,51,3,1,0,0,0,12,0,0,0,0,0,0,0,0,5,64,0,0,0,0,0,218,0,0,0,0,0,0,4
1071,"נווה מיכאל","ירושלים","ירושלים",11,"ירושלים",1,"נווה מיכאל",467,381,2,379,8,15,2,0,0,0,36,0,0,0,0,0,0,0,0,2,222,0,1,0,1,0,37,0,0,0,0,0,0,55
1259,"נווה שלום","ירושלים","ירושלים",11,"ירושלים",1,"נווה שלום",225,171,0,171,46,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
15,"נועם","הדרום","אשקלון",61,"אשקלון",16,"נועם",313,235,1,234,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,175,0,0,0,2,0,7,0,0,0,0,0,0,42
1333,"נוף איילון","המרכז","רמלה",43,"רמלה",11,"נוף איילון",1683,1380,1,1379,11,73,1,0,0,0,943,0,0,0,0,0,0,0,0,2,229,1,1,0,28,0,26,0,0,0,0,0,0,64
1284,"נופית","חיפה","חיפה",31,"חיפה - כרמל",7,"נופית",2028,1540,1,1539,163,5,5,1,0,0,35,0,0,0,0,0,0,0,1,45,253,1,0,0,3,0,1019,0,0,0,1,0,0,7
257,"נופך","המרכז","פתח תקווה",42,"פתח תקווה",10,"נופך",389,325,0,325,19,1,3,0,0,0,11,0,0,0,0,0,0,3,0,5,159,0,0,0,1,0,100,0,0,0,0,0,0,23
447,"נורדייה","המרכז","השרון",41,"השרון",9,"נורדיה",1550,1183,8,1175,99,5,1,0,0,0,39,0,1,0,0,0,0,0,2,27,255,1,0,0,3,0,727,1,0,0,0,0,0,14
833,"נורית","הצפון","יזרעאל",23,"יזרעאל",4,"נורית",111,93,0,93,7,2,1,0,0,0,6,0,1,0,0,0,0,0,0,1,31,0,0,0,1,0,41,0,0,0,0,0,0,2
59,"נחושה","ירושלים","ירושלים",11,"ירושלים",1,"נחושה",791,619,1,618,8,11,0,1,0,0,312,0,0,0,0,1,0,0,0,1,198,0,0,0,8,0,51,1,0,0,0,0,0,26
844,"נחל עוז","הדרום","אשקלון",61,"אשקלון",16,"נחל עוז",352,251,1,250,73,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,22,0,0,0,1,0,144,0,0,0,0,0,0,1
2045,"נחלה","הדרום","אשקלון",61,"אשקלון",16,"נחלה",474,389,4,385,13,9,2,0,0,0,30,0,0,0,0,0,0,0,0,4,181,0,0,0,1,0,78,0,0,0,0,0,0,67
449,"נחלים","המרכז","פתח תקווה",42,"פתח תקווה",10,"נחלים",904,764,1,763,7,16,1,1,0,0,442,0,0,0,0,0,0,1,0,5,201,0,0,0,7,0,68,1,0,0,0,0,0,13
809,"נחם","ירושלים","ירושלים",11,"ירושלים",1,"נחם",418,333,1,332,8,10,1,0,0,0,32,0,0,0,0,0,0,0,0,4,206,0,1,0,4,0,23,0,0,0,0,1,0,42
522,"נחף","הצפון","עכו",24,"עכו",5,"נחף",8471,6028,21,6007,43,10,5856,0,0,0,6,0,0,6,1,1,1,0,0,0,15,1,2,0,1,0,19,2,0,1,2,3,6,31
433,"נחשולים","חיפה","חדרה",32,"חדרה",8,"נחשולים",529,399,4,395,82,0,2,1,0,0,3,0,0,0,0,0,0,0,0,4,21,2,0,0,1,0,279,0,0,0,0,0,0,0
777,"נחשון","ירושלים","ירושלים",11,"ירושלים",1,"נחשון",467,347,3,344,145,0,11,1,0,0,2,0,0,0,0,0,0,0,0,4,14,1,0,0,0,0,165,0,0,0,0,0,0,1
705,"נחשונים","המרכז","פתח תקווה",42,"פתח תקווה",10,"נחשונים",352,246,1,245,89,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,16,1,0,0,0,0,129,1,0,0,0,0,0,1
1147,"נטועה","הצפון","עכו",24,"עכו",5,"נטועה",243,185,0,185,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,96,0,0,0,0,0,35,0,0,0,0,0,0,35
4014,"נטור","הצפון","גולן",29,"צפת - כנרת",3,"נטור",250,188,2,186,13,0,2,0,0,0,61,0,0,0,0,0,0,0,0,1,49,0,0,0,4,0,53,1,0,0,0,0,0,2
1369,"נטע","הדרום","אשקלון",61,"אשקלון",16,"נטע",245,218,2,216,0,9,0,0,0,0,180,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,4,0,0,0,0,0,0,5
174,"נטעים","המרכז","רחובות",44,"רחובות",12,"נטעים",561,428,1,427,65,5,5,0,0,0,13,0,0,0,0,0,0,0,0,9,73,0,0,0,0,0,254,0,0,0,0,0,0,3
1254,"נטף","ירושלים","ירושלים",11,"ירושלים",1,"נטף",345,246,0,246,111,0,15,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,113,0,0,0,0,0,0,0
523,"ניין","הצפון","יזרעאל",23,"יזרעאל",4,"ניין",1345,881,4,877,210,0,632,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,24,0,1,1,0,1,1,0
351,"ניצן","הדרום","אשקלון",61,"אשקלון",16,"ניצן",1411,1130,1,1129,13,23,1,1,0,0,453,0,0,0,0,0,0,0,1,2,510,0,0,0,22,0,33,0,0,0,0,0,0,70
1419,"ניצן ב'","הדרום","אשקלון",61,"אשקלון",16,"ניצן ב",583,420,3,417,4,7,0,1,0,0,75,0,0,0,0,0,0,0,0,0,259,1,5,0,6,0,22,0,0,0,0,0,0,37
1195,"ניצנה (קהילת חינוך)","הדרום","באר שבע",62,"באר שבע",17,"ניצנה קהילת חינוך",204,66,1,65,6,0,5,0,0,0,11,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,25,0,0,0,0,0,0,1
1280,"ניצני סיני","הדרום","באר שבע",62,"באר שבע",17,"ניצני סיני",205,129,0,129,22,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,60,0,0,0,0,0,0,0
851,"ניצני עוז","המרכז","השרון",41,"השרון",9,"ניצני עוז",743,572,1,571,66,1,3,0,0,0,21,0,0,0,0,0,0,0,0,13,212,0,0,0,1,0,240,0,0,0,1,0,1,12
